9.7281675338745e+00   1.1820845603943e+00      
5.6357345581055e+00   5.6019983291626e+00      
2.7672531604767e+00   7.4853343963623e+00      
9.6698751449585e+00   7.8666172027588e+00      
8.7144584655762e+00   7.5512728691101e+00      
5.7342586517334e+00   5.0830345153809e+00      
9.4636888504028e+00   2.4522767066956e+00      
8.5140619277954e+00   2.5803357362747e-01      

1.8339654803276e-01   8.5100913047791e-01      
5.5931763648987e+00   5.7112245559692e+00      
2.9280762672424e+00   7.3521075248718e+00      
9.6677932739258e+00   7.6416110992432e+00      
8.7300796508789e+00   8.1718864440918e+00      
5.2414021492004e+00   4.9410033226013e+00      
9.2188405990601e+00   2.4652402400970e+00      
8.8004093170166e+00   1.5569166839123e-01      

6.2052214145660e-01   8.9769411087036e-01      
6.3764605522156e+00   5.4018645286560e+00      
3.2487468719482e+00   8.1329574584961e+00      
9.4115657806396e+00   7.5956315994263e+00      
8.8037929534912e+00   8.0955114364624e+00      
4.8067274093628e+00   5.3243932723999e+00      
9.0888290405273e+00   2.3185214996338e+00      
8.6009416580200e+00   8.3502441644669e-02      

3.4705895185471e-01   7.1182602643967e-01      
6.3430876731873e+00   5.2443294525146e+00      
2.8476600646973e+00   8.1317825317383e+00      
9.1707134246826e+00   8.0683145523071e+00      
8.7986602783203e+00   7.9700727462769e+00      
4.7091012001038e+00   4.5874867439270e+00      
9.4547929763794e+00   1.9587517976761e+00      
8.6550006866455e+00   3.4643483161926e-01      

1.6621792316437e-01   5.1197338104248e-01      
6.3639192581177e+00   4.9190578460693e+00      
2.8063621520996e+00   8.6577329635620e+00      
8.6733083724976e+00   8.3450956344604e+00      
8.8190040588379e+00   8.1749057769775e+00      
4.3088154792786e+00   5.0264577865601e+00      
9.7715225219727e+00   2.3583855628967e+00      
8.6136236190796e+00   3.6742573976517e-01      

9.9479513168335e+00   3.9862591028214e-01      
5.8400673866272e+00   4.3278551101685e+00      
2.8027620315552e+00   8.6463832855225e+00      
8.2128553390503e+00   8.2142496109009e+00      
8.5693883895874e+00   8.3096370697021e+00      
3.7033674716949e+00   6.0628275871277e+00      
9.5965728759766e+00   2.4512143135071e+00      
8.3408174514771e+00   4.4400069862604e-02      

9.7320613861084e+00   3.4116268157959e-02      
6.2726540565491e+00   4.2330775260925e+00      
2.5817539691925e+00   8.1778926849365e+00      
8.5958547592163e+00   8.1395454406738e+00      
8.7804908752441e+00   8.5820808410645e+00      
3.5677809715271e+00   5.9000802040100e+00      
9.8137245178223e+00   2.2472698688507e+00      
